Date,Open,High,Low,Close,Adj Close,Volume
2022-10-03,120.16000366210938,122.20999908447266,119.5999984741211,121.51000213623047,120.07833099365234,4261700
2022-10-04,122.80000305175781,125.6500015258789,122.5199966430664,125.5,124.02131652832031,4566100
2022-10-05,124.70999908447266,126.45999908447266,124.2300033569336,125.73999786376953,124.25848388671875,3212900
2022-10-06,124.87999725341797,125.30000305175781,121.7699966430664,122.2300033569336,120.78984832763672,5074600
2022-10-07,121.5,121.80000305175781,118.06999969482422,118.81999969482422,117.4200210571289,4499700
2022-10-10,119.79000091552734,119.95999908447266,117.04000091552734,117.75,116.36262512207031,5990000
2022-10-11,117.45999908447266,119.2300033569336,116.94000244140625,117.80000305175781,116.41204071044922,4043100
2022-10-12,118.0,118.80999755859375,117.19999694824219,117.56999969482422,116.18474578857422,3338800
2022-10-13,116.0999984741211,122.1500015258789,115.55000305175781,121.79000091552734,120.35502624511719,5837500
2022-10-14,121.80000305175781,122.54000091552734,119.83999633789062,120.04000091552734,118.62564849853516,3762400
2022-10-17,121.80000305175781,122.87999725341797,121.43000030517578,121.5199966430664,120.08820343017578,5458600
2022-10-18,123.0,123.94000244140625,121.81999969482422,122.94000244140625,121.4914779663086,5120300
2022-10-19,122.36000061035156,123.94000244140625,121.98999786376953,122.51000213623047,121.06654357910156,5906600
2022-10-20,126.25,128.9600067138672,125.1500015258789,128.3000030517578,126.788330078125,13623100
2022-10-21,128.38999938964844,130.85000610351562,127.58999633789062,129.89999389648438,128.3694610595703,7201300
2022-10-24,130.89999389648438,133.11000061035156,129.85000610351562,132.69000244140625,131.12660217285156,5610900
2022-10-25,132.0,133.3000030517578,131.3000030517578,132.92999267578125,131.36376953125,5957600
2022-10-26,133.72000122070312,135.86000061035156,132.80999755859375,135.00999450683594,133.4192657470703,5139000
2022-10-27,135.5500030517578,136.39999389648438,134.4499969482422,134.77000427246094,133.18209838867188,3993200
2022-10-28,135.55999755859375,138.86000061035156,135.22000122070312,138.50999450683594,136.87802124023438,5965500
2022-10-31,138.05999755859375,138.77000427246094,136.60000610351562,138.2899932861328,136.66061401367188,4915300
2022-10-03,120.16000366210938,122.20999908447266,119.5999984741211,121.51000213623047,120.07833099365234,4261700
2022-10-04,122.80000305175781,125.6500015258789,122.5199966430664,125.5,124.02131652832031,4566100
2022-10-05,124.70999908447266,126.45999908447266,124.2300033569336,125.73999786376953,124.25848388671875,3212900
2022-10-06,124.87999725341797,125.30000305175781,121.7699966430664,122.2300033569336,120.78984832763672,5074600
2022-10-07,121.5,121.80000305175781,118.06999969482422,118.81999969482422,117.4200210571289,4499700
2022-10-10,119.79000091552734,119.95999908447266,117.04000091552734,117.75,116.36262512207031,5990000
2022-10-11,117.45999908447266,119.2300033569336,116.94000244140625,117.80000305175781,116.41204071044922,4043100
2022-10-12,118.0,118.80999755859375,117.19999694824219,117.56999969482422,116.18474578857422,3338800
2022-10-13,116.0999984741211,122.1500015258789,115.55000305175781,121.79000091552734,120.35502624511719,5837500
2022-10-14,121.80000305175781,122.54000091552734,119.83999633789062,120.04000091552734,118.62564849853516,3762400
2022-10-17,121.80000305175781,122.87999725341797,121.43000030517578,121.5199966430664,120.08820343017578,5458600
2022-10-18,123.0,123.94000244140625,121.81999969482422,122.94000244140625,121.4914779663086,5120300
2022-10-19,122.36000061035156,123.94000244140625,121.98999786376953,122.51000213623047,121.06654357910156,5906600
2022-10-20,126.25,128.9600067138672,125.1500015258789,128.3000030517578,126.788330078125,13623100
2022-10-21,128.38999938964844,130.85000610351562,127.58999633789062,129.89999389648438,128.3694610595703,7201300
2022-10-24,130.89999389648438,133.11000061035156,129.85000610351562,132.69000244140625,131.12660217285156,5610900
2022-10-25,132.0,133.3000030517578,131.3000030517578,132.92999267578125,131.36376953125,5957600
2022-10-26,133.72000122070312,135.86000061035156,132.80999755859375,135.00999450683594,133.4192657470703,5139000
2022-10-27,135.5500030517578,136.39999389648438,134.4499969482422,134.77000427246094,133.18209838867188,3993200
2022-10-28,135.55999755859375,138.86000061035156,135.22000122070312,138.50999450683594,136.87802124023438,5965500
2022-10-31,138.05999755859375,138.77000427246094,136.60000610351562,138.2899932861328,136.66061401367188,4915300
