Date,Open,High,Low,Close,Adj Close,Volume
2022-10-03,233.52000427246094,236.85000610351562,231.7100067138672,235.33999633789062,235.33999633789062,3286700
2022-10-04,236.7100067138672,241.0500030517578,236.2100067138672,238.5,238.5,3685700
2022-10-05,236.91000366210938,240.41000366210938,236.13999938964844,239.08999633789062,239.08999633789062,3033000
2022-10-06,239.33999633789062,239.8800048828125,234.4600067138672,234.75,234.75,2999200
2022-10-07,233.9600067138672,234.60000610351562,232.0800018310547,233.19000244140625,233.19000244140625,2294300
2022-10-10,233.41000366210938,236.25999450683594,233.41000366210938,234.9499969482422,234.9499969482422,2668700
2022-10-11,234.16000366210938,239.1199951171875,233.92999267578125,237.0500030517578,237.0500030517578,3169200
2022-10-12,237.27000427246094,240.0399932861328,237.05999755859375,237.05999755859375,237.05999755859375,2709300
2022-10-13,234.4600067138672,249.3000030517578,234.4600067138672,246.75,246.75,5026900
2022-10-14,249.0800018310547,249.42999267578125,242.41000366210938,243.16000366210938,243.16000366210938,2918300
2022-10-17,245.8000030517578,247.22000122070312,243.52999877929688,246.47999572753906,246.47999572753906,2758200
2022-10-18,249.3699951171875,250.4199981689453,247.25,249.19000244140625,249.19000244140625,3123600
2022-10-19,250.0,252.52000427246094,249.1199951171875,250.75,250.75,3021300
2022-10-20,249.5500030517578,251.75,249.0500030517578,249.77000427246094,249.77000427246094,2410700
2022-10-21,250.2100067138672,255.36000061035156,249.5,254.5500030517578,254.5500030517578,3254900
2022-10-24,255.27999877929688,256.8699951171875,253.07000732421875,255.32000732421875,255.32000732421875,4125100
2022-10-25,254.57000732421875,257.2799987792969,254.39999389648438,255.72999572753906,255.72999572753906,2689000
2022-10-26,257.8399963378906,260.69000244140625,256.1199951171875,256.6099853515625,256.6099853515625,3582600
2022-10-27,263.0,266.989990234375,262.260009765625,265.1099853515625,265.1099853515625,4145700
2022-10-28,267.510009765625,274.80999755859375,265.989990234375,274.5199890136719,274.5199890136719,4647600
2022-10-31,273.05999755859375,273.6300048828125,270.80999755859375,272.6600036621094,272.6600036621094,3336100
2022-10-03,233.52000427246094,236.85000610351562,231.7100067138672,235.33999633789062,235.33999633789062,3286700
2022-10-04,236.7100067138672,241.0500030517578,236.2100067138672,238.5,238.5,3685700
2022-10-05,236.91000366210938,240.41000366210938,236.13999938964844,239.08999633789062,239.08999633789062,3033000
2022-10-06,239.33999633789062,239.8800048828125,234.4600067138672,234.75,234.75,2999200
2022-10-07,233.9600067138672,234.60000610351562,232.0800018310547,233.19000244140625,233.19000244140625,2294300
2022-10-10,233.41000366210938,236.25999450683594,233.41000366210938,234.9499969482422,234.9499969482422,2668700
2022-10-11,234.16000366210938,239.1199951171875,233.92999267578125,237.0500030517578,237.0500030517578,3169200
2022-10-12,237.27000427246094,240.0399932861328,237.05999755859375,237.05999755859375,237.05999755859375,2709300
2022-10-13,234.4600067138672,249.3000030517578,234.4600067138672,246.75,246.75,5026900
2022-10-14,249.0800018310547,249.42999267578125,242.41000366210938,243.16000366210938,243.16000366210938,2918300
2022-10-17,245.8000030517578,247.22000122070312,243.52999877929688,246.47999572753906,246.47999572753906,2758200
2022-10-18,249.3699951171875,250.4199981689453,247.25,249.19000244140625,249.19000244140625,3123600
2022-10-19,250.0,252.52000427246094,249.1199951171875,250.75,250.75,3021300
2022-10-20,249.5500030517578,251.75,249.0500030517578,249.77000427246094,249.77000427246094,2410700
2022-10-21,250.2100067138672,255.36000061035156,249.5,254.5500030517578,254.5500030517578,3254900
2022-10-24,255.27999877929688,256.8699951171875,253.07000732421875,255.32000732421875,255.32000732421875,4125100
2022-10-25,254.57000732421875,257.2799987792969,254.39999389648438,255.72999572753906,255.72999572753906,2689000
2022-10-26,257.8399963378906,260.69000244140625,256.1199951171875,256.6099853515625,256.6099853515625,3582600
2022-10-27,263.0,266.989990234375,262.260009765625,265.1099853515625,265.1099853515625,4145700
2022-10-28,267.510009765625,274.80999755859375,265.989990234375,274.5199890136719,274.5199890136719,4647600
2022-10-31,273.05999755859375,273.6300048828125,270.80999755859375,272.6600036621094,272.6600036621094,3336100
