Date,Open,High,Low,Close,Adj Close,Volume
2022-10-03,154.24000549316406,157.5399932861328,152.00999450683594,157.07000732421875,157.07000732421875,1086500
2022-10-04,157.72000122070312,161.63999938964844,157.22999572753906,161.47000122070312,161.47000122070312,1063800
2022-10-05,160.1300048828125,161.5399932861328,159.83999633789062,160.5399932861328,160.5399932861328,807300
2022-10-06,160.17999267578125,160.24000549316406,158.25999450683594,159.19000244140625,159.19000244140625,949200
2022-10-07,158.67999267578125,158.82000732421875,156.33999633789062,156.8800048828125,156.8800048828125,1058900
2022-10-10,157.6699981689453,159.13999938964844,157.27999877929688,157.47999572753906,157.47999572753906,785400
2022-10-11,156.99000549316406,161.17999267578125,156.58999633789062,159.4600067138672,159.4600067138672,1333300
2022-10-12,159.10000610351562,161.67999267578125,158.19000244140625,159.16000366210938,159.16000366210938,1222000
2022-10-13,157.25,166.55999755859375,155.72000122070312,165.50999450683594,165.50999450683594,1950700
2022-10-14,166.1300048828125,166.77000427246094,162.6999969482422,163.3000030517578,163.3000030517578,1218800
2022-10-17,164.75999450683594,166.22000122070312,163.2100067138672,164.8000030517578,164.8000030517578,1460700
2022-10-18,167.69000244140625,167.69000244140625,165.6300048828125,166.77000427246094,166.77000427246094,1670000
2022-10-19,167.75,174.41000366210938,167.00999450683594,174.1699981689453,174.1699981689453,2176500
2022-10-20,173.5,173.8699951171875,170.02999877929688,170.8699951171875,170.8699951171875,1702100
2022-10-21,171.6999969482422,176.3800048828125,171.10000610351562,176.22999572753906,176.22999572753906,1471700
2022-10-24,177.4199981689453,180.11000061035156,177.4199981689453,179.7899932861328,179.7899932861328,1649700
2022-10-25,177.72999572753906,178.63999938964844,175.63999938964844,176.08999633789062,176.08999633789062,2059800
2022-10-26,176.75,177.24000549316406,174.10000610351562,176.39999389648438,176.39999389648438,1926000
2022-10-27,177.6699981689453,179.77999877929688,177.30999755859375,177.60000610351562,177.60000610351562,1143500
2022-10-28,178.83999633789062,182.13999938964844,177.94000244140625,181.9600067138672,181.9600067138672,1750700
2022-10-31,181.9199981689453,185.11000061035156,181.27999877929688,184.4600067138672,184.4600067138672,1544800
2022-10-03,154.24000549316406,157.5399932861328,152.00999450683594,157.07000732421875,157.07000732421875,1086500
2022-10-04,157.72000122070312,161.63999938964844,157.22999572753906,161.47000122070312,161.47000122070312,1063800
2022-10-05,160.1300048828125,161.5399932861328,159.83999633789062,160.5399932861328,160.5399932861328,807300
2022-10-06,160.17999267578125,160.24000549316406,158.25999450683594,159.19000244140625,159.19000244140625,949200
2022-10-07,158.67999267578125,158.82000732421875,156.33999633789062,156.8800048828125,156.8800048828125,1058900
2022-10-10,157.6699981689453,159.13999938964844,157.27999877929688,157.47999572753906,157.47999572753906,785400
2022-10-11,156.99000549316406,161.17999267578125,156.58999633789062,159.4600067138672,159.4600067138672,1333300
2022-10-12,159.10000610351562,161.67999267578125,158.19000244140625,159.16000366210938,159.16000366210938,1222000
2022-10-13,157.25,166.55999755859375,155.72000122070312,165.50999450683594,165.50999450683594,1950700
2022-10-14,166.1300048828125,166.77000427246094,162.6999969482422,163.3000030517578,163.3000030517578,1218800
2022-10-17,164.75999450683594,166.22000122070312,163.2100067138672,164.8000030517578,164.8000030517578,1460700
2022-10-18,167.69000244140625,167.69000244140625,165.6300048828125,166.77000427246094,166.77000427246094,1670000
2022-10-19,167.75,174.41000366210938,167.00999450683594,174.1699981689453,174.1699981689453,2176500
2022-10-20,173.5,173.8699951171875,170.02999877929688,170.8699951171875,170.8699951171875,1702100
2022-10-21,171.6999969482422,176.3800048828125,171.10000610351562,176.22999572753906,176.22999572753906,1471700
2022-10-24,177.4199981689453,180.11000061035156,177.4199981689453,179.7899932861328,179.7899932861328,1649700
2022-10-25,177.72999572753906,178.63999938964844,175.63999938964844,176.08999633789062,176.08999633789062,2059800
2022-10-26,176.75,177.24000549316406,174.10000610351562,176.39999389648438,176.39999389648438,1926000
2022-10-27,177.6699981689453,179.77999877929688,177.30999755859375,177.60000610351562,177.60000610351562,1143500
2022-10-28,178.83999633789062,182.13999938964844,177.94000244140625,181.9600067138672,181.9600067138672,1750700
2022-10-31,181.9199981689453,185.11000061035156,181.27999877929688,184.4600067138672,184.4600067138672,1544800
